"","Taxon","leaf.area","source"
"545","Turraea pubescens",20.3,"AUSTRAITS_dataset_49"
"682","Vitex melicopea",24.938,"AUSTRAITS_dataset_49"
"61","Wikstroemia indica",3.26,"AUSTRAITS_dataset_49"
"79","Wikstroemia indica",4,"AUSTRAITS_dataset_68"
"196","Wikstroemia indica",8.36,"AUSTRAITS_dataset_39"
"247","Wilkiea huegeliana",30,"AUSTRAITS_dataset_10"
"536","Wilkiea huegeliana",20.12,"AUSTRAITS_dataset_68"
"537","Wilkiea huegeliana",20.121,"AUSTRAITS_dataset_8"
"576","Wilkiea huegeliana",21,"AUSTRAITS_dataset_68"
"595","Wilkiea huegeliana",22.05,"AUSTRAITS_dataset_49"
"735","Wilkiea huegeliana",0.421,"AUSTRAITS_dataset_3"
"909","Wilkiea huegeliana",35,"AUSTRAITS_dataset_68"
"910","Wilkiea huegeliana",35.001,"AUSTRAITS_dataset_8"
"927","Wilkiea huegeliana",36.06,"AUSTRAITS_dataset_68"
"980","Wilkiea huegeliana",40.527,"AUSTRAITS_dataset_8"
"981","Wilkiea huegeliana",40.53,"AUSTRAITS_dataset_68"
"995","Wilkiea huegeliana",42.119,"AUSTRAITS_dataset_8"
"1059","Wilkiea huegeliana",51.31,"Gallagher_field_workPHD"
"1064","Wilkiea huegeliana",51.5,"Gallagher_field_workPHD"
"1079","Wilkiea huegeliana",58.48,"AUSTRAITS_dataset_68"
"1080","Wilkiea huegeliana",58.481,"AUSTRAITS_dataset_8"
"1089","Wilkiea huegeliana",61.73,"Gallagher_field_workPHD"
"1113","Wilkiea huegeliana",79.45,"Gallagher_field_workPHD"
"1081","Wilkiea macrophylla",60,"AUSTRAITS_dataset_68"
"1093","Wilkiea macrophylla",63,"AUSTRAITS_dataset_49"
